procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18900280 200720 4417528    0    0     0    17 2683 2913  5  8 86  0  0  0
 1  0      0 18887772 200752 4417548    0    0     0   117 2600 2978  5  8 86  0  0  0
 1  0      0 18877248 200764 4417572    0    0     0    45 2604 2955  5  8 87  0  0  0
 1  0      0 18798592 200772 4417572    0    0     0   107 2507 2930  5  8 87  0  0  0
 1  0      0 18812416 200780 4417592    0    0     0    58 2533 2900  5  8 87  0  0  0
 1  0      0 18875136 200780 4417604    0    0     0    16 2496 2923  5  8 87  0  0  0
 1  0      0 18878308 200792 4417624    0    0     0    70 2432 2865  6  7 87  0  0  0
 1  0      0 18892168 200800 4417632    0    0     0    24 2396 2936  5  8 87  0  0  0
 1  0      0 18895180 200812 4417652    0    0     0    91 2517 2958  5  8 87  0  0  0
 1  0      0 18848340 200824 4417672    0    0     0    81 2473 2931  5  8 86  0  0  0
 1  0      0 18904408 200836 4417684    0    0     0    58 2531 2942  5  8 87  0  0  0
 1  0      0 18933128 200868 4417700    0    0     0    90 2563 2956  5  8 86  0  0  0
 1  0      0 18938244 200880 4417712    0    0     0    62 2454 2893  5  8 87  0  0  0
 1  0      0 18943092 200904 4417728    0    0     0    61 2433 2923  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 18881156 200912 4417728    0    0     0    67 2478 2905  5  8 87  0  0  0
 1  0      0 18889380 200916 4417880    0    0     0    56 2527 3068  5  8 86  0  0  0
 1  0      0 18902224 200928 4417900    0    0     0   102 2465 2911  6  7 87  0  0  0
 1  0      0 18817180 200940 4417908    0    0     0    32 2522 2937  5  8 87  0  0  0
 1  0      0 18892028 200948 4417924    0    0     0    73 2400 2896  5  8 87  0  0  0
 1  0      0 18928592 200960 4417940    0    0     0    57 2497 2930  5  8 87  0  0  0
 1  0      0 18908644 200968 4417956    0    0     0    30 2527 2929  5  8 86  0  0  0
 1  0      0 18850624 200976 4417964    0    0     0    65 2529 2886  5  8 86  0  0  0
 1  0      0 18871052 201000 4417988    0    0     0    71 2469 2906  5  8 87  0  0  0
 1  0      0 18798932 201012 4418000    0    0     0    97 2502 2971  5  8 86  0  0  0
 1  0      0 18839448 201012 4418012    0    0     0    46 2410 2885  5  8 87  0  0  0
 1  0      0 18887264 201036 4418028    0    0     0    43 2454 2907  5  8 87  0  0  0
 1  0      0 18862544 201048 4420084    0    0     0    90 2730 3502  6  7 86  0  0  0
 1  0      0 18883480 201048 4420104    0    0     0    49 2694 3388  5  8 86  0  0  0
 1  0      0 18832736 201056 4420120    0    0     0    18 2531 2900  5  8 87  0  0  0
 1  0      0 18861100 201068 4420136    0    0     0    78 2519 2940  5  8 87  0  0  0
 2  0      0 18823092 201080 4420156    0    0     0    31 2414 2864  5  8 87  0  0  0
 1  0      0 18903444 201092 4420168    0    0     0    77 2481 2911  5  8 87  0  0  0
 1  0      0 18872824 201100 4420180    0    0     0    61 2678 2963  5  8 86  0  0  0
 1  0      0 18892824 201112 4420188    0    0     0    21 2576 2901  5  8 87  0  0  0
 1  0      0 18869604 201120 4420208    0    0     0    78 2521 2917  5  8 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18788368 201128 4420220    0    0     0    22 2552 2947  5  8 87  0  0  0
 1  0      0 18819000 201140 4420232    0    0     0    93 2640 2966  6  7 87  0  0  0
 1  0      0 18920336 201164 4420244    0    0     0    74 2558 2951  5  8 87  0  0  0
 2  0      0 18897748 201164 4420256    0    0     0    42 2565 2940  5  8 86  0  0  0
 2  0      0 18850400 201176 4420404    0    0     0    74 2467 2917  5  8 87  0  0  0
 2  0      0 18804992 201184 4420416    0    0     0    70 2503 2986  5  8 87  0  0  0
 1  0      0 18813408 201208 4420436    0    0     0    55 2465 3021  5  8 87  0  0  0
 1  0      0 18832932 201220 4420448    0    0     0    98 2543 3076  5  8 86  0  0  0
 1  0      0 18838888 201228 4420468    0    0     0    96 2622 2995  5  8 87  0  0  0
 1  0      0 18802508 201240 4420488    0    0     0    66 2612 3028  5  8 87  0  0  0
 1  0      0 18923052 201248 4420504    0    0     0    55 2577 2965  5  8 87  0  0  0
 1  0      0 18858036 201256 4420516    0    0     0    85 2548 2975  5  8 87  0  0  0
 1  0      0 18809048 201256 4420524    0    0     0    46 2652 2963  6  7 87  0  0  0
 1  0      0 18795728 201284 4420544    0    0     0    46 2547 2953  5  8 87  0  0  0
 1  0      0 18898108 201304 4420556    0    0     0   108 2610 2958  5  8 87  0  0  0
 1  0      0 18849316 201304 4420568    0    0     0    13 2495 2952  5  8 87  0  0  0
 1  0      0 18852488 201320 4420584    0    0     0    98 2584 2959  5  8 86  0  0  0
 1  0      0 18888816 201348 4420556    0    0     0    98 2647 2983  5  8 86  0  0  0
 1  0      0 18866204 201360 4420576    0    0     0    41 2554 2996  5  8 87  0  0  0
 1  0      0 18775128 201372 4420568    0    0     0    94 2551 2955  5  8 87  0  0  0
 2  0      0 18888460 201372 4420600    0    0     0    49 2600 2930  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18855452 201384 4420612    0    0     0    34 2610 2970  5  8 87  0  0  0
 1  0      0 18897564 201396 4420624    0    0     0    76 2553 2998  6  7 87  0  0  0
 1  0      0 18839456 201404 4420636    0    0     0    24 2494 3009  5  8 87  0  0  0
 1  0      0 18823608 201416 4420648    0    0     0    85 2623 2999  5  8 87  0  0  0
 1  0      0 18758984 201424 4420668    0    0     0    54 2624 2922  5  8 86  0  0  0
 1  0      0 18868336 201452 4420684    0    0     0    55 2628 2955  5  8 86  0  0  0
 1  0      0 18887764 201464 4420696    0    0     0    98 2557 2970  5  8 87  0  0  0
 1  0      0 18878844 201476 4420712    0    0     0    57 2613 2949  5  8 87  0  0  0
 1  0      0 18847436 201484 4420856    0    0     0    32 2572 2972  5  8 87  0  0  0
 1  0      0 18898820 201484 4420860    0    0     0    62 2466 2963  5  8 87  0  0  0
 1  0      0 18843252 201492 4420876    0    0     0    49 2553 2990  5  8 87  0  0  0
 1  0      0 18852108 201504 4420904    0    0     0    44 2795 3004  6  7 86  0  0  0
 1  0      0 18966320 201512 4420908    0    0     0    82 2519 2926  5  8 87  0  0  0
 1  0      0 18854852 201524 4420928    0    0     0    56 2462 2957  5  8 86  0  0  0
 1  0      0 18807508 201536 4420944    0    0     0    38 2404 2946  5  8 87  0  0  0
 1  0      0 18831388 201572 4420956    0    0     0   103 2533 2980  5  8 87  0  0  0
 1  0      0 18851676 201580 4420964    0    0     0    58 2581 2956  5  8 87  0  0  0
 1  0      0 18888780 201608 4420980    0    0     0    48 2557 3012  5  8 87  0  0  0
 1  0      0 18871736 201608 4421008    0    0     0   102 2507 3004  5  8 87  0  0  0
 1  0      0 18822236 201616 4421016    0    0     0    57 2533 2971  5  8 87  0  0  0
 1  0      0 18858424 201628 4421032    0    0     0    28 2559 2986  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18897640 201636 4421048    0    0     0    80 2502 3048  6  7 86  0  0  0
 1  0      0 18834212 201648 4421060    0    0     0    62 2612 2989  5  8 86  0  0  0
 1  0      0 18808912 201656 4421088    0    0     0    18 2572 2989  5  8 87  0  0  0
 1  0      0 18812604 201668 4421096    0    0     0    83 2474 2943  5  8 87  0  0  0
 1  0      0 18862848 201676 4421116    0    0     0    34 2579 3000  5  8 86  0  0  0
 2  0      0 18862844 201688 4421128    0    0     0    89 2583 2947  5  8 87  0  0  0
 1  0      0 18890452 201696 4421148    0    0     0    55 2601 3002  5  8 86  0  0  0
 1  0      0 18753656 201716 4421168    0    0     0    60 2510 2946  5  8 87  0  0  0
 1  0      0 18800508 201732 4421184    0    0     0   122 2446 2955  5  8 87  0  0  0
 2  0      0 18850148 201744 4421200    0    0     0    63 2503 2949  5  8 87  0  0  0
 1  0      0 18905060 201744 4421204    0    0     0    11 2543 2975  6  7 87  0  0  0
 1  0      0 18914244 201752 4421352    0    0     0    78 2534 2961  5  8 86  0  0  0
 1  0      0 18827880 201764 4421364    0    0     0    61 2496 2970  5  8 87  0  0  0
 1  0      0 18846064 201772 4421376    0    0     0    28 3721 2945  7  8 85  0  0  0
 1  0      0 18880788 201780 4421396    0    0     0    75 2680 2972  5  8 86  0  0  0
 1  0      0 18903696 201792 4421412    0    0     0    47 2390 2928  5  8 87  0  0  0
 1  0      0 18882332 201804 4421424    0    0     0    81 2378 2879  5  8 87  0  0  0
 1  0      0 18886224 201816 4421432    0    0     0    67 2478 2916  5  8 86  0  0  0
 1  0      0 18857976 201824 4421448    0    0     0    22 2489 2934  5  8 87  0  0  0
 1  0      0 18796188 201836 4421464    0    0     0    93 2539 2961  5  8 86  0  0  0
 1  0      0 18867236 201860 4421480    0    0     0    77 2459 2921  6  7 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 18849424 201868 4421484    0    0     0    24 2594 2932  5  8 87  0  0  0
 2  0      0 18923624 201872 4427716    0    0     0    80 3104 4124  6  8 86  0  0  0
 3  0      0 18907620 201900 4428036    0    0     0    78 5504 8155  9  9 82  0  0  0
 3  0      0 18803516 201920 4429740    0    0     0   150 6068 9191 10  9 82  0  0  0
 1  0      0 18796288 201928 4435956    0    0     0    69 5574 8885  9  9 82  0  0  0
 1  0      0 18819512 201940 4444196    0    0     0    61 5667 8838  9  9 82  0  0  0
 1  0      0 18840216 201960 4425832    0    0     0   111 4127 4584  6  8 86  0  0  0
 1  0      0 18867132 201972 4425736    0    0     0   130 3184 3060  6  8 86  0  0  0
 1  0      0 18835876 201992 4425752    0    0     0    95 2453 2944  5  8 86  0  0  0
 1  0      0 18838656 202000 4425768    0    0     0    16 2435 2936  5  8 87  0  0  0
 1  0      0 18857180 202012 4425780    0    0     0   108 2537 2900  6  7 86  0  0  0
 1  0      0 18861436 202036 4425792    0    0     0    44 2489 2943  5  8 87  0  0  0
 1  0      0 18835384 202036 4425808    0    0     0    77 2612 2965  5  8 86  0  0  0
 1  0      0 18883600 202048 4425884    0    0     0    58 2507 2901  5  8 86  0  0  0
 2  0      0 18862924 202060 4426032    0    0     0    38 2464 2885  5  8 87  0  0  0
 1  0      0 18932076 202072 4426048    0    0     0    90 2574 2930  5  8 87  0  0  0
 1  0      0 18921764 202080 4426064    0    0     0    54 2598 2918  5  8 86  0  0  0
 2  0      0 18877056 202092 4426084    0    0     0    37 2524 2934  5  8 87  0  0  0
 1  0      0 18740968 202100 4426096    0    0     0    82 2463 2931  5  8 87  0  0  0
 2  0      0 18785252 202112 4426108    0    0     0    73 2432 2879  5  8 87  0  0  0
 3  0      0 18879360 202128 4426124    0    0     0    50 2435 2937  6  7 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 18949524 202140 4426076    0    0     0    79 3094 3857  6  8 86  0  0  0
 1  0      0 18949172 202140 4426084    0    0     0    42 2517 2903  5  8 87  0  0  0
 1  0      0 18890292 202184 4426208    0    0     0    84 4130 5115  7  8 85  0  0  0
 1  0      0 18923576 202184 4426120    0    0     0   110 3074 3295  5  8 86  0  0  0
 1  0      0 18862156 202200 4426140    0    0     0    78 2574 2917  5  8 86  0  0  0
 2  0      0 18872360 202212 4426148    0    0     0    46 2449 2888  5  8 87  0  0  0
 1  0      0 18868680 202212 4426164    0    0     0    74 2532 2905  5  8 87  0  0  0
 1  0      0 18862492 202220 4426180    0    0     0    62 2458 2891  5  8 87  0  0  0
 1  0      0 18903612 202240 4426200    0    0     0    41 2488 2933  5  8 87  0  0  0
 1  0      0 18937452 202248 4426216    0    0     0   102 2992 3942  6  7 86  0  0  0
 1  0      0 18945264 202260 4426236    0    0     0    38 2593 2942  5  8 87  0  0  0
 1  0      0 18944808 202268 4426252    0    0     0    93 2553 2907  5  8 87  0  0  0
 1  0      0 18895648 202300 4426320    0    0     0    76 2656 2954  5  8 87  0  0  0
 1  0      0 18876192 202312 4426340    0    0     0    22 2670 2893  5  8 87  0  0  0
 2  0      0 18815448 202344 4426360    0    0     0   107 2559 2927  5  8 87  0  0  0
 1  0      0 18813016 202344 4426368    0    0     0    51 2575 2915  5  8 87  0  0  0
 2  0      0 18842820 202352 4426380    0    0     0    15 2444 2924  5  8 87  0  0  0
 1  0      0 18864784 202364 4429472    0    0     0    81 2975 3883  6  8 86  0  0  0
 1  0      0 18874672 202372 4429616    0    0     0    86 2769 3339  5  8 86  0  0  0
 1  0      0 18826344 202380 4426488    0    0     0    17 2896 3407  6  7 86  0  0  0
 1  0      0 18819836 202392 4426504    0    0     0    85 2560 2952  5  8 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18781900 202400 4426520    0    0     0    53 2501 2909  5  8 86  0  0  0
 1  0      0 18799544 202412 4426532    0    0     0    36 2525 2911  5  8 87  0  0  0
 1  0      0 18954080 202428 4426540    0    0     0   107 2595 2900  5  8 87  0  0  0
 1  0      0 18906068 202440 4426560    0    0     0    51 2652 2914  5  8 87  0  0  0
 1  0      0 18797052 202440 4426572    0    0     0    72 2541 2879  5  8 87  0  0  0
 1  0      0 18909144 202468 4426592    0    0     0    88 2513 2941  5  8 87  0  0  0
 1  0      0 18955124 202468 4426604    0    0     0    24 2477 2861  5  8 87  0  0  0
 1  0      0 18840340 202476 4426616    0    0     0    65 2447 2893  5  8 87  0  0  0
 1  0      0 18910656 202488 4426696    0    0     0    60 2300 2918  6  7 87  0  0  0
 1  0      0 18866432 202496 4426704    0    0     0    33 2432 2902  5  8 87  0  0  0
 1  0      0 18895416 202504 4426716    0    0     0    72 2415 2899  5  8 86  0  0  0
 1  0      0 18942920 202516 4426740    0    0     0    27 2543 2936  5  8 86  0  0  0
 1  0      0 18958676 202528 4426760    0    0     0    98 2496 2935  5  8 87  0  0  0
 1  0      0 18903040 202540 4426760    0    0     0    69 2418 2865  5  8 87  0  0  0
 1  0      0 18867360 202548 4426780    0    0     0    11 2420 2916  5  8 87  0  0  0
 1  0      0 18783408 202560 4426796    0    0     0    83 2454 2881  5  8 87  0  0  0
 1  0      0 18843808 202568 4426808    0    0     0    40 2596 2919  5  8 87  0  0  0
 1  0      0 18847688 202596 4426816    0    0     0   122 2592 2940  5  8 87  0  0  0
 1  0      0 18854904 202596 4426832    0    0     0    45 2567 2879  5  8 87  0  0  0
 1  0      0 18850552 202608 4430324    0    0     0    23 2892 3433  7  7 86  0  0  0
 1  0      0 18829596 202620 4426828    0    0     0   120 2494 2997  5  8 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18854608 202640 4426976    0    0     0   107 2422 2908  5  8 87  0  0  0
 1  0      0 18887684 202648 4426992    0    0     0    38 2531 2945  5  8 87  0  0  0
 1  0      0 18761648 202696 4425388    0    0     0   992 2597 3017  5  8 86  0  0  0
 1  0      0 18805576 202708 4425380    0    0     0   102 2419 2911  5  8 87  0  0  0
 1  0      0 18816544 202724 4425396    0    0     0    54 2538 2920  5  8 87  0  0  0
 1  0      0 18859764 202732 4425412    0    0     0    82 2507 2959  5  8 86  0  0  0
 1  0      0 18882668 202744 4425420    0    0     0    65 2390 2881  5  8 87  0  0  0
 1  0      0 18872376 202752 4425436    0    0     0    21 2521 2946  6  8 86  0  0  0
 1  0      0 18835192 202780 4425464    0    0     0   114 2555 2922  6  7 86  0  0  0
 1  0      0 18832864 202788 4425476    0    0     0    23 2577 2898  5  8 87  0  0  0
 1  0      0 18813540 202788 4425560    0    0     0    67 2519 2887  5  8 87  0  0  0
 1  0      0 18831712 202800 4425568    0    0     0    67 2503 2901  5  8 87  0  0  0
 1  0      0 18867876 202808 4425588    0    0     0    28 2590 2867  5  8 87  0  0  0
 1  0      0 18860564 202820 4425600    0    0     0    77 2541 2904  5  8 87  0  0  0
 1  0      0 18872520 202828 4425616    0    0     0    22 2499 2926  5  8 87  0  0  0
 2  0      0 18839288 202840 4425632    0    0     0    94 2528 2859  5  8 87  0  0  0
 1  0      0 18831820 202848 4425648    0    0     0    67 2492 2916  5  8 87  0  0  0
 1  0      0 18777620 202856 4425656    0    0     0    22 2443 2926  5  8 87  0  0  0
 1  0      0 18783580 202868 4425668    0    0     0    81 2452 2910  6  7 87  0  0  0
 1  0      0 18846848 202880 4425688    0    0     0    22 2584 2905  5  8 86  0  0  0
 1  0      0 18806828 202908 4425700    0    0     0   118 2618 2938  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
